borne,viteza,nume,fir,r_start,r_end,linie
"44+120
44+420",30,"Plopşoru - 
Rovinari",1,44.12,44.42,143
"51+200
51+250",15,"St. Rogojelu
linia 5 directă",1,51.2,51.25,143
"53+300
53+600",30,"Rogojelu -
Cârbeşti",1,53.3,53.6,143
"57+800
57+900",30,"St. Cârbeşti
 linia 2 directă",1,57.8,57.9,143
"69+570
69+620",15,"St. Târgu Jiu
peste TDJ 5 / 7",1,69.57,69.62,143
"14+290
15+030",15,"Afectează intrări - ieşiri 
la schimbătorul numărul 6.
Fără inductori.",2,14.29,15.03,143
"21+500
21+700",30,Fără inductori.,2,21.5,21.7,143
"51+050
51+250",15,"Afectează intrări - ieşiri la sch. nr. 5, 9, TDJ 13 / 17, sch. nr. 21.
Fără inductori.",2,51.05,51.25,143
"12+900
13+200",30,"St. Turceni
Cap X",1,12.9,13.2,144
"18+300
19+000",50,"Turceni -
Borăscu",1,18.3,19,144
"27+100
27+175",30,"Borăscu -
Drăgoteşti",1,27.1,27.175,144
"14+290
15+030",15,"Afectează intrări - ieşiri peste schimbătorul nr. 6 .
Fără inductori.",2,14.29,15.03,144
"402+520
502+570",100,"Coșlariu - 
Sântimbru",1,402.52,502.57,200
"510+800
517+400",30,"St. Gurasada 
linia 2 directă și
Gurasada -
Zam",1,510.8,517.4,200
"524+300
529+300",30,"Cîmpuri Surduc -
Ilteu",1,524.3,529.3,200
"533+900
536+750",30,"Zam - 
Ilteu,
st. Ilteu linia 2 directă
și Ilteu -
Săvîrșin",1,533.9,536.75,200
"540+850
540+950",30,"Ilteu  -
Săvîrșin",1,540.85,540.95,200
"544+100
547+800",30,"Ilteu  -
Săvîrșin 
linia 3 directă Săvîrșin și Săvîrșin -
Vărădia",1,544.1,547.8,200
"552+350
552+700",30,"St. Vărădia
linia 3 directă proiectată Cap X",1,552.35,552.7,200
"562+520
563+700",30,"St. Bătuţa 
linia 2 directă",1,562.52,563.7,200
"574+580
574+630",30,"Bârzava Nouă - 
Conop",1,574.58,574.63,200
"582+925
582+975",30,"Conop - 
Milova",1,582.925,582.975,200
"588+400
588+500",30,"Milova - 
Radna",1,588.4,588.5,200
"594+750
594+950",30,"St. Radna 
linia 3 directă Cap X",1,594.75,594.95,200
"605+600
611+200",120,"St. Ghioroc 
linia 2 directă și 
Ghioroc -
Glogovăț",1,605.6,611.2,200
"625+650
625+700",70,"Glogovăț -
Arad",1,625.65,625.7,200
"437+208
449+508
(km noi)",120,NA,2,437.208,449.508,200
"449+509
472+424",100,Pozițiile kilometrice reprezintă axele stațiilor.,2,449.509,472.424,200
"459+000
459+100",50,Fără inductori.,2,459,459.1,200
"471+050
471+100",30,"Fără inductori.
Lucrări Coridor IV.
Podeț provizoriu.",2,471.05,471.1,200
"491+580
491+730",30,"Fără inductori.
Lucrări Coridor IV.
Podețe provizorii.",2,491.58,491.73,200
"499+150
500+500",30,"Fără inductori.
Restricție protecție terasament.
Lucrări Coridor IV.",2,499.15,500.5,200
"502+650
505+000",30,"Fără inductori.
Podețe provizorii.
Lucrări Coridor IV.",2,502.65,505,200
"604+918
611+200",120,"Poziții kilometrice noi.
Km nou 611+200 coincide cu kilometrul vechi 614+000.",2,604.918,611.2,200
"625+650
625+700",100,NA,2,625.65,625.7,200
"214+880
214+930",30,"Piatra Olt -
Arceşti",1,214.88,214.93,203
"220+445
220+495",30,"Arceşti -
Strejeşti",1,220.445,220.495,203
"221+075
221+125",30,"Arceşti -
Strejeşti",1,221.075,221.125,203
"228+720
228+770",30,"Strejeşti -
Zlătărei",1,228.72,228.77,203
"241+940
241+990",30,"Drăgăşani -
Zăvideni",1,241.94,241.99,203
"243+000
243+050",30,"Drăgăşani -
Zăvideni",1,243,243.05,203
"249+040
249+090",30,"Drăgăşani -
Zăvideni",1,249.04,249.09,203
"249+500
249+550",30,"Drăgăşani -
Zăvideni",1,249.5,249.55,203
"251+060
251+110",30,"Zăvideni -
Fişcălia",1,251.06,251.11,203
"251+665
251+715",30,"Zăvideni -
Fişcălia",1,251.665,251.715,203
"267+020
267+070",30,"Ioneşti -
Băbeni",1,267.02,267.07,203
"268+225
268+275",30,"Ioneşti -
Băbeni",1,268.225,268.275,203
"269+145
269+195",30,"Ioneşti -
Băbeni",1,269.145,269.195,203
"270+560
270+610",30,"Ioneşti -
Băbeni",1,270.56,270.61,203
"300+200
300+600",30,"Bujoreni -
Dăeşti",1,300.2,300.6,203
"320+835
320+999",10,"Cozia -
Lotru",1,320.835,320.999,203
"332+400
332+700",30,"Lotru - 
Cornet",1,332.4,332.7,203
"347+200
347+550",30,"Câineni -
Valea Mărului",1,347.2,347.55,203
"357+730
357+780",15,"Câineni -
Valea Mărului",1,357.73,357.78,203
"363+600
366+600",30,"Valea Mărului -
Podu Olt",1,363.6,366.6,203
"369+864
369+989",30,"St. Podu Olt
Cap X",1,369.864,369.989,203
"378+450
378+500",30,"Tălmaciu -
Sibiu Grupa Şelimbăr",1,378.45,378.5,203
"404+100
405+100",30,"Ocna Sibiului -
Loamneş",1,404.1,405.1,203
"369+864
369+989",30,"Nesemnalizată pe teren.
Afectează intrări - ieşiri 
la liniile 1 - 6 (peste trecere la nivel Cap X).",2,369.864,369.989,203
"372+100
374+097",30,Fără inductori.,2,372.1,374.097,203
"378+500
382+200",30,Fără inductori.,2,378.5,382.2,203
"387+615
392+200",50,Nesemnalizată pe teren.,2,387.615,392.2,203
"1+500
2+500",30,"Braşov -
Bartolomeu",1,1.5,2.5,205
"3+500
4+700",30,"St. Bartolomeu
linia 4 directă",1,3.5,4.7,205
"4+700
4+900",15,"St. Bartolomeu
linia 4 directă",1,4.7,4.9,205
"9+100
10+100",50,"St. Ghimbav
linia 2 directă",1,9.1,10.1,205
"35+550
36+600",30,"Vlădeni Ardeal –
Brădet",1,35.55,36.6,205
"37+400
38+300",30,"Vlădeni Ardeal –
Brădet",1,37.4,38.3,205
"41+200
41+800",30,"Brădet -
Şercaia",1,41.2,41.8,205
"119+700
119+800",30,"Avrig -
Podu Olt",1,119.7,119.8,205
"19+550
20+700",70,"St. Băile Calacea
linia 3 directă",1,19.55,20.7,218
"25+700
26+950",50,"St. Orțișoara
linia 2 directă",1,25.7,26.95,218
"32+100
33+200",70,"St. Vinga
 linia 2 directă",1,32.1,33.2,218
"35+350
35+550",30,"Vinga -
Șag",1,35.35,35.55,218
"35+550
38+450",70,NA,1,35.55,38.45,218
"46+130
46+180",30,"St. Valea Viilor
linia 2 directă Cap Y",1,46.13,46.18,218
"8+600
8+650",30,"St. Chitila
Cap X, peste sch. 1",1,8.6,8.65,300
"164+200
164+500",30,"St. Dârste
linia 3 directă",1,164.2,164.5,300
"169+400
169+600",15,St. Braşov,1,169.4,169.6,300
"169+864
183+045",50,"Ax st. Brașov -
Ax st. Bod",1,169.864,183.045,300
"179+020
179+120",30,"Stupini -
Bod",1,179.02,179.12,300
"188+190
190+500",30,"Bod –
Feldioara",1,188.19,190.5,300
"194+600
194+650",50,"Feldioara –
Apaţa",1,194.6,194.65,300
"196+300
207+200",50,"Feldioara -
Apaţa",1,196.3,207.2,300
"207+700
208+600",50,"Apața - 
Augustin
și linia 3 directă
st. Apaţa",1,207.7,208.6,300
"208+600
209+100",30,"Apaţa -
Augustin",1,208.6,209.1,300
"209+100
211+500",50,"Apaţa -
Augustin",1,209.1,211.5,300
"213+700
216+100",50,"Apaţa -
Augustin",1,213.7,216.1,300
"216+100
217+300",30,"Apaţa -
Augustin",1,216.1,217.3,300
"217+300
218+700",50,"Apaţa -
Augustin",1,217.3,218.7,300
"243+900
244+000",30,"Racoş -
Rupea",1,243.9,244,300
"244+000
245+200",50,"St. Rupea
linia 4 directă",1,244,245.2,300
"245+000
245+100",50,"Rupea -
Caţa",1,245,245.1,300
"252+700
254+400",50,"St. Cața 
linia 3 directă și 
Caţa -
Beia",1,252.7,254.4,300
"257+500
257+600",50,"Cața -
Beia",1,257.5,257.6,300
"288+300
288+574",70,"St. Vânători
linia 2 directă",1,288.3,288.574,300
"297+500
297+700",50,"Albeşti Tîrnava -
Sighişoara",1,297.5,297.7,300
"297+500
299+177",50,"Albeşti Tîrnava -
Sighişoara
și linia 3 directă 
st. Sighișoara",1,297.5,299.177,300
"308+450
315+650",120,"Daneș -
Dumbrăveni",1,308.45,315.65,300
"324+100
330+350",120,"Dumbrăveni -
Mediaș",1,324.1,330.35,300
"334+594
344+905",120,"Ax st. Mediaș -
Ax st. Copșa Mică",1,334.594,344.905,300
"347+300
352+400",120,"Copşa Mică -
Valea Lungă",1,347.3,352.4,300
"399+623
412+700",80,"Ax st. Teiuş -
Ax st. Aiud",1,399.623,412.7,300
"408+750
408+800",20,"Teiuş -
Aiud",1,408.75,408.8,300
"411+500
413+700",50,"Teiuş -
Aiud
şi linia 4 directă
St. Aiud",1,411.5,413.7,300
"425+900
427+300",30,"St. Unirea
linia 3 directă",1,425.9,427.3,300
"467+800
469+200",30,"Valea Florilor -
Boju",1,467.8,469.2,300
"616+875
616+925",30,"Vadu Crişului -
Aleşd",1,616.875,616.925,300
"169+400
169+600",15,"Semnalizată ca limitare de viteză.
Fără inductori.
Afectează intrări - ieşiri la liniile 3 - 8 Cap X.",2,169.4,169.6,300
"169+525
169+610",15,"Nesemnalizată pe teren.
Afectează intrări - ieşiri la liniile 1 - 3 Cap X.",2,169.525,169.61,300
"170+350
170+530",15,"Semnalizată ca limitare de viteză.
Fără inductori.
Staţia Braşov  Călători 
este staţie paralelogram 
şi linia 4 directă de la 
ax staţie spre staţia Dârste este pe linia I - 300, 
iar spre staţia Stupini 
este pe linia II - 300.",2,170.35,170.53,300
"183+750
183+900",50,"Semnalizată ca limitare de viteză.  
Fără inductori.",2,183.75,183.9,300
"186+900
189+100",30,"Semnalizată ca limitare de viteză.  
Cu inductori în capătul dinspre Feldioara.",2,186.9,189.1,300
"189+100
190+750",50,"Semnalizată ca limitare de viteză.
Fără inductori.",2,189.1,190.75,300
"190+750
191+300",30,"Semnalizată ca limitare de viteză.
Fără inductori.",2,190.75,191.3,300
"191+300
191+856",70,"Semnalizată ca limitare de viteză.   
Fără inductori.",2,191.3,191.856,300
"192+300
192+500",15,"Semnalizată ca limitare de viteză.   
Fără inductori.",2,192.3,192.5,300
"243+900
244+000",50,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Pod km 243+941.
Nesemnalizată pe teren.",2,243.9,244,300
"245+000
245+100",50,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Pod km 245+050.
Nesemnalizată pe teren.",2,245,245.1,300
"262+700
262+900",30,"Fără inductori.
(Protecție muncitori).",2,262.7,262.9,300
"288+300
288+574",70,Semnalizată ca limitare de viteză.,2,288.3,288.574,300
"297+500
297+700",50,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Pod km 297+609.
Nesemnalizată pe teren.",2,297.5,297.7,300
"297+500
299+177",50,Semnalizată ca limitare de viteză.,2,297.5,299.177,300
"308+450
315+650",120,Semnalizată ca limitare de viteză.,2,308.45,315.65,300
"324+100
330+350",120,Semnalizată ca limitare de viteză.,2,324.1,330.35,300
"334+594
344+905",120,Nesemnalizată pe teren.,2,334.594,344.905,300
"347+300
352+400",120,Semnalizată ca limitare de viteză.,2,347.3,352.4,300
"408+750
408+800",20,"Semnalizată ca limitare de viteză.
Viteza se va spori după trecerea locomotivei (vizibilitate trecere la nivel).",2,408.75,408.8,300
"411+900
413+500",50,NA,2,411.9,413.5,300
"425+900
427+300",30,Semnalizată ca limitare de viteză.,2,425.9,427.3,300
"456+500
456+700",30,NA,2,456.5,456.7,300
"490+600
490+650",50,NA,2,490.6,490.65,300
"7+800
28+500",30,Semnalizată ca limitare de viteză.,2,7.8,28.5,301 Bb
"0+000
2+500",5,"București Sud 
Gr. Tehnică -
Antestaţia Faur",1,0,2.5,301 De
"67+700
67+750",15,"St. Bucureşti Vest
Cap X
peste sch. 15",1,67.7,67.75,301 Eb
"59+280
59+330",15,"St. Vârteju
Cap X
peste sch. 12",1,59.28,59.33,301 Eb
"60+300
60+450",15,"St. Vârteju
peste sch. 5, 9, 13 și 15",1,60.3,60.45,301 Eb
"51+450
53+500",30,"Vârteju -
Jilava",1,51.45,53.5,301 Eb
"51+310
51+370",10,"St. Jilava
Cap X, peste TDJ 19/45",1,51.31,51.37,301 Eb
"67+635
67+685",15,"Nesemnalizată pe teren.
Afectează intrări - ieşiri peste sch. 17 și la liniile 
3 - 6 și 10.",2,67.635,67.685,301 Eb
"52+220
52+120",10,Nesemnalizată pe teren.,2,52.22,52.12,301 Eb
"0+900
3+500",30,"Semnalizată Cap Chitila cu palete galbene cu diagonală.
Fără inductori.",2,0.9,3.5,301 F
toată linia,10,"Linia Variantă D2 
Post Giulești - 
Rudeni",1,0,0,301 F1
"1+800
5+881",30,"București Triaj - 
Mogoșoaia",1,1.8,5.881,301 K
"0+000
0+900",5,"București Triaj -
Bucureștii Noi",1,0,0.9,301 M
"2+800
2+900",30,"St. Bucureşti Nord -
Chitila",1,2.8,2.9,301 N
"2+816
9+475",10,"București Vest - 
Antestație Cotroceni",1,2.816,9.475,301T
"0+300
0+450",15,"București Triaj - Bucureștii Noi (Guvernamentală) peste TDJ  2C / 4C și sch. nr. 6C, 8C, 10C 
și 12C",1,0.3,0.45,301 X
"0+650
0+800",15,"București Triaj - Bucureștii Noi (Guvernamentală) peste sch. nr. 7C, 9C 
și 11C",1,0.65,0.8,301 X
"4+575
4+625",30,"Ploiești Sud - 
Ploiești Nord",1,4.575,4.625,305
"40+840
40+890",30,I. L. Caragiale - Târgovişte Nord,1,40.84,40.89,306
"43+000
52+000",30,I. L. Caragiale - Târgovişte Nord,1,43,52,306
"0+200
34+034",50,"Buda -
Slănic",1,0.2,34.034,311
"4+935
4+985",30,"Buda -
Plopeni Sat",1,4.935,4.985,311
"10+965
11+015",30,"Buda -
Plopeni Sat",1,10.965,11.015,311
"13+300
13+400",15,"Plopeni Sat -
Slănic",1,13.3,13.4,311
"16+150
16+250",15,"Plopeni Sat -
Slănic",1,16.15,16.25,311
"22+880
22+840",5,"Plopeni Sat -
Slănic",1,22.88,22.84,311
"23+850
23+870",5,"Plopeni Sat -
Slănic",1,23.85,23.87,311
"23+870
23+850",10,"Slănic -
Plopeni Sat",1,23.87,23.85,311
"26+170
26+220",15,"Plopeni Sat -
Slănic",1,26.17,26.22,311
"27+010
27+125",30,"Plopeni Sat -
Slănic",1,27.01,27.125,311
"27+640
27+660",5,"Plopeni Sat -
Slănic",1,27.64,27.66,311
"28+740
28+790",15,"Plopeni Sat -
Slănic",1,28.74,28.79,311
"30+125
30+155",20,"Plopeni Sat -
Slănic",1,30.125,30.155,311
"31+210
31+260",30,"Plopeni Sat -
Slănic",1,31.21,31.26,311
"31+700
31+750",30,"Plopeni Sat -
Slănic",1,31.7,31.75,311
"7+600
7+800",30,"St. Hărman 
linia 4 directă",1,7.6,7.8,316
"120+488
131+315",50,"Ax st. Izvoru Oltului  -
Ax st. Izvoru Mureșului",1,120.488,131.315,316
"121+900
122+200",30,"Izvoru Oltului -
Izvoru Mureşului",1,121.9,122.2,316
"161+700
162+700",30,"St. Ditrău
linia 3 directă",1,161.7,162.7,316
"191+330
191+350",5,"Topliţa -
Stânceni",1,191.33,191.35,316
"241+370
250+241",50,"Aluniş Mureş -
Reghin
și linia 2 directă 
st. Reghin",1,241.37,250.241,316
"254+900
255+000",30,"Reghin -
Dumbrăvioara",1,254.9,255,316
"276+560
276+680",20,"Dumbrăvioara -
Târgu Mureş Nord",1,276.56,276.68,316
"328+900
329+100",30,"Lusuș - 
Gligorești",1,328.9,329.1,316
"8+480
9+705",50,St. Jucu,1,8.48,9.705,412
"15+400
16+750",50,"St. Bonţida -
Călcâi sch. 4 A -
Călcâi sch. 3 A",1,15.4,16.75,412
"22+360
23+410",50,"St. Iclod -
Călcâi sch. 2 -
Călcâi sch. 3A",1,22.36,23.41,412
"45+800
46+203",30,"St. Dej Călători
linia 2 X",1,45.8,46.203,412
"58+500
58+550",30,"Cășei -
Gâlgău",1,58.5,58.55,412
"77+425
77+475",30,"Gâlgău -
Ileanda",1,77.425,77.475,412
"86+300
86+350",50,"Ileanda -
Răstoci",1,86.3,86.35,412
"93+360
93+410",30,"Răstoci -
Letca",1,93.36,93.41,412
"99+000
100+000",30,"St. Letca
linia 2 directă",1,99,100,412
"111+729
111+891",30,"Băbuțeni -
Surduc Sălaj",1,111.729,111.891,412
"113+820
113+870",30,"Băbuțeni -
Surduc Sălaj",1,113.82,113.87,412
"169+000
171+400",70,"Satulung pe Someş -
Baia Mare",1,169,171.4,412
"172+530
172+680",30,"Satulung pe Someş -
Baia Mare",1,172.53,172.68,412
"16+254
16+800",50,Semnalizată ca limitare de viteză.,2,16.254,16.8,412
"22+360
22+704",50,Semnalizată ca limitare de viteză.,2,22.36,22.704,412
"20+810
20+942",10,"Coldău –
Beclean pe Someş",1,20.81,20.942,416
"24+150
24+200",50,"St. Beclean pe Someş
peste T.D.J. 6 / 10",1,24.15,24.2,416
"14+250
14+500",50,"Nimigea - 
Salva",1,14.25,14.5,416
"40+150
40+200",30,"Feldru -
Ilva Mică",1,40.15,40.2,416
"43+490
43+540",30,"St. Ilva Mică
Cap X
peste TDJ 3 / 5",1,43.49,43.54,416
"12+700
14+000",50,Fără inductori.,2,12.7,14,416
"20+810
20+942",10,NA,2,20.81,20.942,416
"24+150
24+200",50,Fără inductori.,2,24.15,24.2,416
"46+790
47+730",70,"Măgheruș Șieu - 
Sărăţel",1,46.79,47.73,418
"63+000
65+100",30,"St. Ploieşti Est
linia 6 directă și
zonă aparate de cale Cap X + Cap Y",1,63,65.1,500
"74+500
74+580",15,"Valea Călugărească -
Cricov",1,74.5,74.58,500
"159+220
159+340",15,"Zoiţa -
Râmnicu Sărat",1,159.22,159.34,500
"208+500
208+550",30,"Focşani -
Putna Seacă",1,208.5,208.55,500
"214+600
214+690",15,"Putna Seacă  -
Mărăşeşti",1,214.6,214.69,500
"231+570
231+610",15,"Pădureni Putna -
Pufeşti",1,231.57,231.61,500
"232+300
233+400",70,"St. Pufeşti
linia 3 directă",1,232.3,233.4,500
"240+650
241+000",15,"Pufeşti -
Adjud",1,240.65,241,500
"243+100
243+250",70,"St. Adjud
linia 3 directă Cap X",1,243.1,243.25,500
"246+100
246+200",70,"St. Adjud
 linia 3 directă Cap Y",1,246.1,246.2,500
"63+000
65+100",30,NA,2,63,65.1,500
"74+500
74+580",15,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,74.5,74.58,500
"159+220
159+340",15,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,159.22,159.34,500
"162+506
175+400",70,NA,2,162.506,175.4,500
"208+500
208+550",30,"De la ora 0,00 din 01.IV
până la ora 15,00 din 02.IV.",2,208.5,208.55,500
"214+600
214+690",15,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,214.6,214.69,500
"231+570
231+610",15,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,231.57,231.61,500
"232+050
233+400",70,Afectează intrări - ieşiri peste sch. 11 și 18.,2,232.05,233.4,500
"240+650
241+000",15,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,240.65,241,500
"246+150
246+200",70,Afectează intrări - ieşiri peste sch. 2.,2,246.15,246.2,500
"288+100
290+400",70,NA,2,288.1,290.4,500
"308+677
308+893",30,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,308.677,308.893,500
"4+000
8+000",50,"Adjud -
Urecheşti",1,4,8,504
"11+600
11+900",30,"Urecheşti –
Căiuţi",1,11.6,11.9,504
"11+640
11+900",10,"Urecheşti –
Căiuţi",1,11.64,11.9,504
